EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,dir_330_embed_withnorm_v4_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,Alpha_Mean,Alpha_Std,Alpha_Max,Alpha_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
258,2.3506975173950195,55800,5721.46564,-83.34122,-0.90648,0.00166,2.34610,0.00285,6257.27817,-1.32650,0.02848,-1.23224,-1.40341,1.16663,0.00020,1.16698,1.16629,-0.28079,0.01890,-0.21740,-0.32839,-304.24890,2.11785,-298.76944,-309.12360,1419.85588,139.49085,1910.54382,1091.27173,3137.25632,178.38742,3593.38647,2659.59277,-1.67017,0.00991,-1.64660,-1.69974,0.54399,0.00738,0.56264,0.52628,1.73417,0.34704,2.00000,0.63930,-4.44979,0.87783,-3.37807,-8.34321,9.82186,0.12255,10.12956,9.40917,4.20137,0.18228,5.26890,3.83443,37.94823,11.51362,84.44225,24.97102,-3.31464,1.61903,-0.49550,-9.66185,0.08875,0.00923,0.11421,0.06036,1.18718,0.01276,1.22456,1.15371,6.29642,1.05030,8.82399,4.50716,-6.25782,1.30919,-3.82228,-10.53062
259,2.367732286453247,56000,5504.03146,-131.80558,-0.99390,0.00182,2.36360,0.00224,4102.44803,-1.32503,0.02810,-1.24902,-1.39984,1.16733,0.00020,1.16768,1.16699,-0.28195,0.01811,-0.23805,-0.32717,-304.13477,2.11873,-299.16797,-309.85867,1444.56395,142.65902,1833.93396,1103.62097,3154.87827,188.36679,3642.61206,2635.39917,-1.66955,0.00975,-1.64464,-1.69638,0.54410,0.00704,0.56392,0.52472,1.79269,0.30900,2.00000,0.69497,-4.61369,1.07036,-3.38176,-8.34392,9.82236,0.11721,10.11105,9.53581,4.20222,0.16781,4.88768,3.79162,38.95436,12.63329,85.34591,25.11541,-3.39401,1.71922,0.07105,-10.44038,0.08941,0.00846,0.11543,0.06998,1.18750,0.01247,1.22686,1.14856,6.21076,1.05143,8.82450,4.61830,-6.54262,1.44655,-3.88933,-10.53049
260,2.3441226482391357,56200,5507.51685,-92.88182,-1.43341,0.00178,2.33979,0.00247,6309.46712,-1.31498,0.03011,-1.23765,-1.40463,1.16803,0.00020,1.16837,1.16768,-0.28196,0.01899,-0.22951,-0.32431,-304.41114,2.22303,-298.24176,-310.32431,1415.26951,138.17375,1792.81433,1096.07178,3118.04381,182.18273,3684.26953,2742.02515,-1.66877,0.00939,-1.64072,-1.69424,0.54281,0.00697,0.56844,0.52714,1.75863,0.35452,2.00000,0.61642,-4.55376,1.02049,-3.51058,-8.34622,9.81543,0.12228,10.09104,9.47652,4.21071,0.16196,4.92785,3.90991,39.14622,12.53729,83.21400,25.22268,-3.29130,1.60845,-0.08470,-10.13571,0.08811,0.00961,0.11684,0.05867,1.18759,0.01227,1.22858,1.15175,6.24343,0.92449,8.82152,4.43131,-6.39214,1.46598,-4.14545,-10.52647
261,2.381488084793091,56400,5517.15641,-131.00928,-0.64587,0.00184,2.37709,0.00248,6339.91857,-1.31224,0.02972,-1.23329,-1.38204,1.16872,0.00020,1.16907,1.16838,-0.28287,0.01681,-0.24145,-0.33182,-304.37496,2.28600,-297.54114,-309.14108,1427.68251,140.52933,1806.45898,1090.37683,3155.76722,180.22052,3655.42700,2644.38525,-1.66893,0.01029,-1.63545,-1.68988,0.54266,0.00627,0.55962,0.52849,1.74627,0.34721,2.00000,0.57323,-4.39413,0.83942,-3.30855,-8.34831,9.81433,0.10792,10.13186,9.54575,4.18323,0.16283,4.95507,3.91918,37.53945,10.58513,83.55446,22.63558,-3.03297,1.55666,-0.07744,-9.34009,0.08751,0.00859,0.11308,0.06372,1.18640,0.01131,1.21697,1.15585,6.17425,0.96436,8.82442,4.72713,-6.25698,1.18430,-4.05024,-10.52987
262,2.359787940979004,56600,5436.78654,-34.98215,-0.13924,0.00184,2.35544,0.00242,5646.97564,-1.31599,0.03228,-1.20875,-1.39797,1.16942,0.00020,1.16977,1.16907,-0.28648,0.01920,-0.24273,-0.34639,-304.41625,2.18309,-298.87302,-309.13278,1436.23808,130.00030,1874.32190,1125.78113,3160.73926,174.92361,3763.54736,2684.98877,-1.66947,0.00959,-1.64046,-1.69002,0.54317,0.00671,0.56027,0.52280,1.76139,0.33035,2.00000,0.48661,-4.53985,1.05115,-3.43310,-8.34783,9.83048,0.12278,10.21246,9.54823,4.20638,0.16745,4.79486,3.73157,38.73232,11.64116,83.76433,24.96854,-3.28595,1.78213,-0.32784,-12.01145,0.08809,0.00883,0.11627,0.06340,1.18858,0.01231,1.22104,1.15817,6.33788,0.95379,8.82431,4.64694,-6.42880,1.20723,-3.99654,-10.52804
263,2.287194013595581,56800,5228.51860,-140.76660,-0.95252,0.00158,2.28300,0.00253,4165.70781,-1.31282,0.02761,-1.24469,-1.39034,1.17012,0.00020,1.17047,1.16977,-0.28520,0.01729,-0.23361,-0.33770,-304.59659,2.28712,-298.41757,-311.53793,1420.38286,136.58072,1815.19177,1132.69861,3131.23945,171.36343,3626.02344,2722.81616,-1.66801,0.01068,-1.63956,-1.70429,0.54215,0.00688,0.56632,0.52592,1.77766,0.33944,2.00000,0.61973,-4.45372,0.78828,-3.44170,-6.95796,9.81537,0.11009,10.15008,9.48774,4.19969,0.14229,4.73276,3.89420,37.73139,9.50079,83.52467,23.57466,-3.44974,1.66618,-0.39790,-8.73463,0.08684,0.00960,0.11307,0.05707,1.18799,0.01249,1.22212,1.15554,6.22694,0.99752,8.82792,4.61294,-6.54104,1.33053,-4.00677,-10.52109
264,2.1139655113220215,57000,5288.14854,-143.64926,-2.09992,0.00188,2.10988,0.00214,6355.57490,-1.30855,0.03012,-1.22665,-1.38516,1.17082,0.00020,1.17117,1.17047,-0.28606,0.01856,-0.23451,-0.33494,-304.40559,2.34761,-298.54477,-310.47263,1442.45231,121.74949,1880.35059,1197.97070,3139.46393,181.23990,3644.25171,2696.92310,-1.66924,0.00906,-1.64103,-1.69306,0.54332,0.00686,0.56297,0.52576,1.76194,0.34025,2.00000,0.66621,-4.62183,1.08749,-3.51702,-8.34776,9.81392,0.11788,10.12662,9.48703,4.21311,0.17994,4.87169,3.86473,38.91637,13.54101,82.93839,24.42319,-3.24440,1.53173,0.17216,-9.14335,0.08731,0.00968,0.11621,0.06143,1.18735,0.01153,1.21980,1.16139,6.27516,1.00101,8.82903,4.61716,-6.34409,1.33956,-3.93460,-10.52357
265,2.1034469604492188,57200,5332.45776,-105.86051,-0.68247,0.00187,2.09928,0.00223,6256.07987,-1.30479,0.02945,-1.21673,-1.38796,1.17152,0.00020,1.17186,1.17117,-0.28540,0.01894,-0.22955,-0.34784,-304.23019,2.37714,-297.89325,-310.98071,1434.32496,151.07053,1970.69067,1128.84998,3118.17913,185.02357,3623.11987,2720.25122,-1.66917,0.00872,-1.64746,-1.69576,0.54228,0.00770,0.56341,0.52519,1.76378,0.32038,2.00000,0.88549,-4.57744,1.10225,-3.52304,-8.34668,9.80299,0.11972,10.20102,9.44884,4.18816,0.18390,5.02643,3.83828,38.46924,12.80353,83.24406,24.18570,-3.22871,1.60604,-0.04252,-8.68635,0.08671,0.00855,0.11459,0.06028,1.18562,0.01128,1.22311,1.14245,6.19556,0.93208,8.82539,4.41626,-6.30814,1.32947,-3.93902,-10.52193
266,2.326526403427124,57400,5563.53471,-47.23378,0.13272,0.00176,2.32237,0.00231,6201.15226,-1.30165,0.03030,-1.20691,-1.38104,1.17221,0.00020,1.17256,1.17186,-0.28739,0.01747,-0.24602,-0.33912,-304.67554,2.22873,-297.51956,-312.43478,1437.56901,137.82430,1889.78638,1164.58997,3136.65786,164.26797,3640.06958,2657.90259,-1.66933,0.00983,-1.64090,-1.69265,0.54286,0.00759,0.56841,0.52435,1.70649,0.38837,2.00000,0.55797,-4.46212,0.91204,-3.49588,-8.34653,9.80874,0.10997,10.13086,9.54915,4.18105,0.14915,4.85949,3.86580,37.30676,10.80848,83.97813,24.62107,-3.36694,1.65580,0.10856,-8.62229,0.08583,0.00886,0.10570,0.06470,1.18639,0.01171,1.21862,1.15881,6.25771,1.09516,8.82673,4.62410,-6.26182,1.18093,-4.23436,-10.52411
267,2.3663711547851562,57600,5792.79538,-18.36375,0.02762,0.00207,2.36170,0.00251,6293.35141,-1.29975,0.02833,-1.24348,-1.38270,1.17291,0.00020,1.17326,1.17256,-0.28809,0.01985,-0.23958,-0.34889,-304.30094,2.11957,-298.64255,-309.98129,1427.13021,129.76423,1727.01074,1143.29639,3132.09071,181.58065,3654.25854,2740.24390,-1.66742,0.00948,-1.64295,-1.69223,0.54247,0.00661,0.56107,0.51984,1.75614,0.35596,2.00000,0.59998,-4.34055,0.72905,-3.50757,-8.34754,9.80639,0.12428,10.18855,9.50458,4.17209,0.15648,4.75602,3.83307,36.72252,9.46430,83.52746,24.81544,-3.32228,1.78629,-0.12360,-10.45750,0.08528,0.00885,0.11143,0.05605,1.18740,0.01274,1.22016,1.15556,6.26904,1.06283,8.82902,4.35178,-6.62933,1.42160,-4.05947,-10.52212
268,2.3721201419830322,57800,5782.01925,-106.94297,-0.98041,0.00211,2.36746,0.00247,6149.51686,-1.29674,0.02726,-1.22789,-1.38548,1.17361,0.00020,1.17396,1.17326,-0.28911,0.01946,-0.23623,-0.33252,-304.70033,2.34797,-298.68427,-310.60693,1414.49012,136.66285,1761.42615,1097.77673,3173.26659,183.08687,3739.06030,2720.84106,-1.66851,0.00886,-1.64042,-1.69197,0.54150,0.00707,0.56104,0.52223,1.71675,0.36397,2.00000,0.58918,-4.36902,0.91866,-3.38240,-8.34705,9.80605,0.12155,10.07388,9.47642,4.16508,0.14216,4.77511,3.87419,37.95141,10.23349,82.32979,25.95271,-3.39691,1.63109,0.10058,-10.41701,0.08545,0.00881,0.10833,0.06596,1.18685,0.01217,1.22463,1.15005,6.20646,1.05705,8.82239,4.41589,-6.32926,1.30652,-3.67180,-10.52158
269,2.357970714569092,58000,5850.96965,-42.40198,-0.10821,0.00211,2.35324,0.00254,4791.95207,-1.29465,0.03038,-1.22174,-1.37731,1.17431,0.00020,1.17466,1.17396,-0.28971,0.01855,-0.24019,-0.33169,-304.55453,2.38044,-298.24808,-311.07135,1428.58200,146.83071,1884.38574,1133.57849,3150.45618,186.94153,3712.89307,2643.34839,-1.66705,0.00942,-1.64220,-1.69750,0.54215,0.00727,0.56075,0.52009,1.74315,0.35034,2.00000,0.66643,-4.45139,0.99257,-3.37220,-8.34809,9.80308,0.11525,10.06068,9.49631,4.17231,0.16194,4.90432,3.84690,38.18750,12.43627,83.43626,24.66529,-3.33165,1.77806,-0.85317,-11.15915,0.08528,0.00980,0.10865,0.05416,1.18726,0.01262,1.22075,1.15293,6.28548,1.01535,8.82670,4.56291,-6.41324,1.28127,-4.18551,-10.51709
270,2.3834848403930664,58200,5843.38370,-158.14124,-0.95799,0.00195,2.37892,0.00253,6233.60759,-1.29455,0.03281,-1.20607,-1.38119,1.17501,0.00020,1.17537,1.17466,-0.29446,0.01856,-0.24298,-0.34278,-304.60894,2.21395,-298.31613,-310.00024,1413.44872,143.45627,1787.67078,1090.17542,3192.42188,180.00850,3569.33984,2753.88843,-1.66699,0.00944,-1.64510,-1.69178,0.54175,0.00726,0.56315,0.51438,1.75517,0.33381,2.00000,0.69794,-4.48470,0.96567,-3.41250,-8.34713,9.82583,0.11497,10.12564,9.50500,4.19706,0.16198,4.74845,3.89740,38.75382,12.34405,83.89140,23.33286,-3.13852,1.52910,-0.42352,-10.81773,0.08571,0.00896,0.11583,0.05682,1.18871,0.01194,1.21736,1.14720,6.31582,1.00189,8.83047,4.62575,-6.63688,1.53967,-4.15071,-10.51897
271,2.185757637023926,58400,5763.64512,-134.84931,-0.98177,0.00201,2.18110,0.00257,5542.53284,-1.28981,0.02830,-1.20725,-1.36924,1.17572,0.00020,1.17607,1.17537,-0.29321,0.01860,-0.23777,-0.34945,-304.56039,2.39794,-299.03183,-312.21625,1401.88974,131.04179,1857.83032,1092.80164,3160.61219,187.59237,3688.66772,2641.71069,-1.66802,0.01018,-1.63617,-1.69883,0.54137,0.00689,0.56118,0.52433,1.74331,0.34920,2.00000,0.68109,-4.41702,0.92043,-3.33626,-8.34347,9.81128,0.11485,10.15655,9.46686,4.15463,0.14878,4.68252,3.80473,37.67473,10.93063,83.87225,25.00089,-3.24692,1.60297,-0.34884,-8.58296,0.08527,0.00846,0.10418,0.06021,1.18657,0.01128,1.22055,1.15455,6.20703,1.00011,8.82959,4.63046,-6.23150,1.30866,-3.87692,-10.52527
272,2.3503060340881348,58600,5830.35975,-117.34129,-0.93856,0.00200,2.34566,0.00256,6314.12184,-1.29261,0.02994,-1.20915,-1.38566,1.17642,0.00020,1.17677,1.17607,-0.29070,0.01922,-0.24053,-0.33732,-304.50646,2.28811,-297.47110,-310.05237,1423.88879,131.04056,1788.14966,1143.91394,3168.84941,180.70137,3723.28833,2772.83447,-1.66687,0.00979,-1.63513,-1.69136,0.54135,0.00702,0.55913,0.52520,1.81114,0.29965,2.00000,0.83719,-4.45154,1.00352,-3.47537,-8.33808,9.78920,0.11850,10.07854,9.48028,4.16303,0.17092,4.95686,3.75788,37.97844,11.29892,82.48189,24.51894,-3.39656,1.76893,0.38195,-10.16434,0.08517,0.00859,0.10760,0.06701,1.18652,0.01227,1.22380,1.15368,6.22533,1.01698,8.82670,4.40151,-6.31264,1.33868,-4.04173,-10.51973
273,2.3829076290130615,58800,6037.03699,-259.10298,-2.52278,0.00206,2.37780,0.00296,6232.48028,-1.29335,0.03171,-1.20194,-1.39372,1.17712,0.00020,1.17746,1.17677,-0.29185,0.01834,-0.23633,-0.33296,-304.87503,2.38269,-298.78986,-311.30722,1410.32322,131.25065,1837.47937,1107.82239,3169.74267,184.14096,3842.27515,2652.67407,-1.66699,0.00989,-1.63511,-1.69277,0.54109,0.00619,0.55728,0.52605,1.72793,0.36520,2.00000,0.61051,-4.39895,0.90756,-3.38624,-8.33838,9.78978,0.11240,10.03895,9.45157,4.15086,0.15420,4.63851,3.84110,37.50302,10.57710,83.33765,25.05728,-3.06867,1.62358,-0.14968,-10.50584,0.08519,0.00891,0.10623,0.06206,1.18569,0.01181,1.22356,1.14966,6.24593,1.01363,8.82791,4.29705,-6.33427,1.37531,-3.86742,-10.51995
274,2.356835126876831,59000,6020.67613,-84.15355,-0.41478,0.00206,2.35209,0.00259,6191.96631,-1.27904,0.03076,-1.18498,-1.36678,1.17781,0.00020,1.17816,1.17747,-0.29163,0.01894,-0.24874,-0.36316,-305.33652,2.35576,-299.13785,-311.24957,1409.70835,140.05399,1847.60437,1119.72253,3155.05584,185.43732,3770.76611,2701.01074,-1.66712,0.00983,-1.63920,-1.69385,0.54042,0.00680,0.56322,0.51929,1.75587,0.34832,2.00000,0.58314,-4.45625,0.92392,-3.45618,-8.33863,9.78193,0.11581,10.22053,9.51775,4.13950,0.14955,4.75593,3.77228,37.50376,10.04938,83.70230,25.09455,-3.33977,1.81320,-0.21430,-11.75210,0.08457,0.00857,0.11412,0.06418,1.18435,0.01200,1.22231,1.15434,6.27266,1.03880,8.82163,4.55059,-6.28754,1.28831,-3.92700,-10.51945
275,2.3506875038146973,59200,6006.46082,-118.30327,-0.91790,0.00214,2.34595,0.00251,6113.92674,-1.28150,0.03074,-1.19117,-1.35563,1.17851,0.00020,1.17886,1.17816,-0.29408,0.01845,-0.24863,-0.35446,-304.87215,2.27238,-298.53546,-310.95114,1411.93512,143.26784,1836.95984,1090.24048,3159.44246,180.34226,3692.82349,2789.69507,-1.66823,0.00987,-1.63723,-1.69090,0.54077,0.00664,0.55768,0.52421,1.74843,0.35333,2.00000,0.67277,-4.45987,0.82876,-3.45157,-8.34046,9.79046,0.11222,10.15497,9.51223,4.15077,0.15813,4.78924,3.80000,37.29749,11.31132,83.90582,24.12594,-3.20595,1.48942,-0.03471,-8.98283,0.08331,0.00874,0.10575,0.06036,1.18475,0.01118,1.21588,1.15834,6.22393,1.08797,8.82740,4.58594,-6.16660,1.27928,-3.90396,-10.51659
276,2.280602216720581,59400,6006.91456,-68.14407,0.21110,0.00187,2.27651,0.00216,6205.68961,-1.27754,0.02771,-1.21132,-1.36213,1.17922,0.00020,1.17957,1.17887,-0.29812,0.01973,-0.24568,-0.37230,-304.81425,2.30512,-299.48718,-311.37628,1403.73505,135.30688,1810.27832,1102.82458,3158.53276,185.24122,3612.26294,2710.41211,-1.66609,0.00936,-1.64571,-1.69163,0.54088,0.00647,0.55696,0.52532,1.77394,0.33887,2.00000,0.49502,-4.36401,0.78942,-3.52996,-8.34051,9.80846,0.11959,10.26247,9.49284,4.14481,0.14265,4.73724,3.80663,37.18549,9.65393,83.08081,24.49118,-3.39234,1.80753,0.05039,-11.62045,0.08385,0.00947,0.10672,0.06007,1.18739,0.01149,1.21492,1.15656,6.27335,1.03497,8.82720,4.71086,-6.56368,1.54970,-3.82815,-10.51679
277,2.298954963684082,59600,5830.34157,-74.32774,-0.79939,0.00180,2.29448,0.00259,4527.62156,-1.27225,0.03013,-1.16601,-1.36170,1.17992,0.00020,1.18028,1.17957,-0.29644,0.02084,-0.24396,-0.37240,-304.96788,2.35066,-298.11188,-310.29678,1405.01747,132.41383,1762.64258,1033.02063,3191.63739,168.31332,3808.15210,2779.87183,-1.66714,0.00963,-1.63464,-1.69030,0.54047,0.00746,0.56185,0.51952,1.75144,0.36277,2.00000,0.56143,-4.46996,0.92988,-3.49619,-8.33970,9.79174,0.12593,10.24896,9.47688,4.13747,0.15616,4.71785,3.80470,38.34646,10.27801,82.11163,25.91393,-3.27278,1.62773,-0.37338,-8.61654,0.08378,0.00890,0.10762,0.05648,1.18522,0.01309,1.22697,1.14984,6.31515,1.06122,8.82418,4.56950,-6.27589,1.37450,-4.06454,-10.51755
278,2.135348320007324,59800,5841.61945,-148.28779,-1.01641,0.00170,2.13139,0.00219,6262.29562,-1.27105,0.02752,-1.17127,-1.34923,1.18062,0.00020,1.18097,1.18028,-0.29377,0.01937,-0.24536,-0.35399,-305.03647,2.11155,-298.65192,-310.59335,1409.36207,152.98420,1805.63733,1105.17419,3163.26716,188.10563,3642.43823,2706.18530,-1.66786,0.00872,-1.63812,-1.68784,0.53994,0.00669,0.56110,0.52455,1.75607,0.35114,2.00000,0.70721,-4.48824,0.91156,-3.45301,-8.33779,9.76925,0.11666,10.12873,9.47816,4.13348,0.14488,4.62287,3.83430,37.57951,11.24296,82.63033,25.21514,-3.20360,1.72666,-0.01019,-9.12063,0.08352,0.00944,0.10793,0.06026,1.18316,0.01158,1.21443,1.14973,6.25245,1.08734,8.82363,4.49397,-6.29872,1.44145,-3.86974,-10.51785
279,2.6154229640960693,60000,5983.79158,-43.27334,-0.28343,0.00192,2.61122,0.00221,6213.67337,-1.26999,0.02872,-1.18688,-1.34002,1.18132,0.00020,1.18167,1.18097,-0.29695,0.01977,-0.23730,-0.34959,-305.26875,2.33005,-299.29611,-310.35498,1401.37367,132.33139,1879.33240,1087.76746,3171.49068,186.74424,3877.76807,2782.50244,-1.66684,0.00970,-1.64485,-1.68908,0.54003,0.00651,0.55951,0.51859,1.73328,0.34725,2.00000,0.70154,-4.40047,0.91933,-3.41316,-8.33997,9.78209,0.11875,10.10134,9.42220,4.13691,0.14854,4.66416,3.75098,37.59352,9.81295,82.29901,23.46864,-3.31149,1.67748,0.30641,-10.45125,0.08293,0.00983,0.10726,0.05957,1.18496,0.01327,1.21892,1.15369,6.10556,0.95415,8.80571,4.47720,-6.24102,1.36894,-3.96891,-10.51564
280,2.218594789505005,60200,5998.82532,-192.95891,-0.07339,0.00201,2.21448,0.00204,6383.94505,-1.26818,0.03066,-1.19496,-1.35336,1.18203,0.00020,1.18237,1.18168,-0.29646,0.01714,-0.25799,-0.33896,-305.09793,2.25096,-298.78870,-310.12534,1390.40239,128.46802,1702.26038,1104.40393,3142.57497,168.30208,3603.03833,2692.47852,-1.66789,0.00848,-1.64625,-1.69013,0.54023,0.00717,0.56055,0.52134,1.73100,0.35522,2.00000,0.59214,-4.51332,1.03405,-3.45620,-8.34041,9.77277,0.10258,10.02786,9.54369,4.14195,0.16449,4.74172,3.80692,38.16091,12.58918,84.04416,24.53122,-3.08972,1.74582,0.52451,-10.85556,0.08272,0.00900,0.10136,0.05545,1.18334,0.01164,1.21520,1.15738,6.28683,1.01269,8.82102,4.55279,-6.25107,1.33714,-4.09652,-10.51031
281,2.542224645614624,60400,6057.48093,-27.82561,-0.69733,0.00134,2.53785,0.00292,6129.08894,-1.26565,0.02979,-1.19645,-1.33587,1.18273,0.00020,1.18308,1.18238,-0.29767,0.01980,-0.24065,-0.35983,-304.93938,2.31008,-297.40942,-309.56256,1403.90418,142.72920,1790.86719,1089.18152,3131.83589,169.61012,3641.71411,2688.68799,-1.66851,0.00923,-1.64509,-1.69287,0.53921,0.00676,0.56008,0.52019,1.69674,0.38284,2.00000,0.62994,-4.33220,0.80916,-3.40823,-8.33763,9.77375,0.11803,10.14792,9.43351,4.11339,0.15128,4.71294,3.77020,36.48888,10.11549,83.76778,24.90805,-3.20679,1.61608,0.09743,-10.67860,0.08195,0.00929,0.10986,0.05754,1.18185,0.01119,1.21023,1.15547,6.17598,0.98136,8.82802,4.63159,-6.06057,1.19154,-3.98057,-10.51508
282,2.563739538192749,60600,6052.22268,-44.58734,-0.51671,0.00223,2.55888,0.00254,6261.53935,-1.26032,0.03011,-1.18369,-1.34622,1.18343,0.00020,1.18378,1.18308,-0.29861,0.01918,-0.22947,-0.34741,-305.11904,2.17474,-297.84357,-310.86951,1384.64254,140.54719,1853.21570,1039.82874,3121.36799,171.58587,3570.61523,2697.09448,-1.66787,0.00944,-1.64008,-1.69220,0.54028,0.00733,0.56192,0.52144,1.75904,0.34465,2.00000,0.72975,-4.54054,0.97466,-3.43183,-8.33826,9.77306,0.11372,10.05965,9.36422,4.13342,0.16624,4.76761,3.73804,38.48421,12.78028,83.90376,24.68795,-3.29324,1.74518,-0.07897,-9.19897,0.08196,0.00872,0.10831,0.06330,1.18305,0.01192,1.22085,1.14308,6.25266,1.11379,8.82880,4.33551,-6.51769,1.32286,-3.92969,-10.51387
283,2.6311168670654297,60800,6053.39260,-34.11218,-0.04266,0.00195,2.62657,0.00251,6244.17947,-1.26022,0.03045,-1.15673,-1.35098,1.18414,0.00020,1.18449,1.18378,-0.29981,0.01745,-0.26208,-0.35015,-305.07406,2.37941,-298.19269,-312.77325,1392.22564,134.25705,1882.19617,1100.55701,3143.52811,187.81006,3620.76025,2703.26733,-1.66709,0.00967,-1.63932,-1.68925,0.54002,0.00698,0.55955,0.52419,1.73233,0.36838,2.00000,0.64472,-4.47954,0.96261,-3.37976,-8.34077,9.77390,0.10321,10.07231,9.54938,4.13431,0.15590,4.65540,3.84193,38.73525,12.79931,84.24079,25.42864,-3.26830,1.62709,0.04895,-9.05976,0.08113,0.00984,0.11471,0.04744,1.18297,0.01135,1.21317,1.15335,6.15549,1.03984,8.82786,4.37308,-6.27121,1.20628,-4.07811,-10.51130
284,2.6310336589813232,61000,6075.71402,-165.07204,-2.16540,0.00162,2.62719,0.00216,6415.18053,-1.25622,0.02882,-1.18618,-1.32437,1.18484,0.00020,1.18519,1.18449,-0.29761,0.01851,-0.24740,-0.35565,-305.03423,2.33563,-300.24432,-311.64856,1393.66930,142.91092,1882.92969,1059.89502,3140.93354,195.17458,3837.76416,2647.04199,-1.66731,0.01002,-1.63296,-1.69568,0.53941,0.00669,0.55459,0.51896,1.72579,0.37166,2.00000,0.57808,-4.49481,0.99592,-3.48870,-8.33762,9.75475,0.10893,10.09623,9.46035,4.12374,0.15639,4.77516,3.77699,38.01137,11.84593,83.25480,24.40243,-3.25833,1.76574,-0.34301,-11.06681,0.08169,0.00891,0.10444,0.05650,1.18123,0.01130,1.21339,1.14937,6.24410,0.99955,8.82827,4.58055,-6.21684,1.25455,-3.94811,-10.51299
285,2.514009952545166,61200,5917.53282,-79.59322,-0.12547,0.00155,2.51046,0.00195,4532.11470,-1.25238,0.02863,-1.16919,-1.31165,1.18554,0.00020,1.18589,1.18519,-0.29792,0.01724,-0.24894,-0.34977,-304.96851,2.05945,-298.95569,-310.41406,1392.82882,139.27851,1756.55505,1086.95239,3133.84408,183.38800,3773.62158,2698.07886,-1.66809,0.00992,-1.64095,-1.69827,0.53988,0.00719,0.56005,0.52023,1.78614,0.32514,2.00000,0.51933,-4.32964,0.80924,-3.36262,-8.33589,9.75044,0.10117,10.05580,9.46370,4.10543,0.14066,4.77173,3.76070,36.04626,9.03009,82.56046,25.77704,-3.16329,1.60423,-0.00001,-8.83455,0.08029,0.00898,0.10437,0.05360,1.18134,0.01157,1.22074,1.14876,6.30648,1.05537,8.83135,4.54685,-6.42680,1.41387,-3.82896,-10.51319
286,2.6027653217315674,61400,5820.61470,-83.64377,-1.22464,0.00191,2.59884,0.00195,5236.50842,-1.24957,0.03148,-1.16947,-1.32748,1.18624,0.00020,1.18659,1.18589,-0.29892,0.01892,-0.24473,-0.35351,-305.15568,1.98365,-299.74033,-310.33472,1374.63896,130.78487,1821.49109,1114.12000,3115.39224,172.48903,3584.18359,2655.27124,-1.66760,0.00982,-1.64046,-1.69240,0.53945,0.00673,0.55857,0.52211,1.71851,0.36013,2.00000,0.71348,-4.28510,0.76407,-3.41942,-8.33607,9.75024,0.11069,10.07305,9.43133,4.10669,0.15302,4.94849,3.80558,35.47506,9.37689,83.11050,25.95465,-3.32107,1.61894,-0.31006,-8.09750,0.08079,0.00963,0.10674,0.05804,1.18105,0.01137,1.20850,1.15364,6.17554,1.02002,8.82966,4.48225,-6.30034,1.47625,-3.81338,-10.50798
